,asin,page,stars,author,date,title,comment,verified,helpful,pics,video,comment_id,author_status
438,B00O4E4040,4,5,AFAYYUSEBE3BK3DWW6R2FGPPPMZA,9 January 2018,Five Stars,Bought for my grand daughter and she absolutely loves it.,Verified Purchase,0,0,0,R3HLS7XUMY5PHN,none
439,B00O4E4040,4,5,AG3LQ2J6343X7AH4JGP34JOXO55Q,1 November 2017,Five Stars,Lovely toy with lots of accessories,Verified Purchase,0,0,0,R16JQB8EH7LAI3,none
440,B00O4E4040,4,5,AEDNRONSL3B2LWKKKDJX4FYYWDYA,9 January 2018,Five Stars,FAB!,Verified Purchase,0,0,0,RE8AK8SR1GL4A,none
441,B00O4E4040,4,5,AE33E5R2UBEDFMPKJ6EYWCNDKGEA,26 January 2017,Five Stars,a great playmobil toy,Verified Purchase,0,0,0,R36Q67H4NG3WMQ,none
442,B00O4E4040,4,5,AGOFLPXNDHSTPBAZ2OWS2UK4ZFKQ,6 April 2017,Five Stars,"This is an excellent toy, can not fault the quality or style. The details are amazing.",Verified Purchase,0,0,0,R3I716EPUFUSKI,none
443,B00O4E4040,4,5,AHQLZDEVSY3S3RV2SS53PWKX4U6A,18 January 2018,Five Stars,My grandson loves it,Verified Purchase,0,0,0,RU4XZIPJ6DFMS,none
444,B00O4E4040,4,5,AGWS2CPDKNJ3ADGE7VHOAJKTUCIQ,11 February 2017,Five Stars,"good product, good service",Verified Purchase,0,0,0,R2YCAP9A0EVZMQ,none
445,B00O4E4040,4,5,AEQFOSZO4ZXSZE5ZVF6T7NEMLMAQ,30 July 2016,Five Stars,Much wanted gift... My daughter loves it,Verified Purchase,0,0,0,R1FEGSR29DKQR9,none
446,B01LTHZP16,3,5,AHJDPGUKB2TW6VIVKZURC6ULGNIA,20 November 2017,Five Stars,Top quality Christmas gift,Verified Purchase,0,0,0,R3UGEA102RAUAX,none
447,B01LTHZP16,3,2,AHVD64YRS5OMTYJU5JIPN4QLDORA,27 April 2018,Two Stars,Ok although not as robust as expected,Verified Purchase,0,0,0,R3QYQAIEJVRV2C,none
448,B01LTHZP16,3,5,AF2Q2F5DCKGPJZEK4F3TGMEOQARA,10 January 2018,Perfect r,He adores this!,Verified Purchase,0,0,0,R9XSAKX157SZ6,none
449,B01LTHZP16,3,5,AG5SNHONCJHUV5YEEWTSLLLFFYOQ,14 January 2018,Helicopter,My son was very happy. Playmobil never disappoints,Verified Purchase,0,0,0,R2T02M3I00DCXD,none
450,B01LTHZP16,3,5,AFGMOIOL2ZBP523KHYT3KCMIU7TA,3 February 2018,Five Stars,My son loves this toy.,Verified Purchase,0,0,0,R36R8HOMZ5GJ5K,none
451,B01LTHZP16,3,5,AGWNWCVQHRSBXCYEEAV6GDJZGOYQ,11 November 2017,Good,Good one with search light.,Verified Purchase,0,0,0,RFUCO9WITL50P,none
452,B01LTHZP16,3,5,AE7FT3L4HTOAABSIWCAGH3DSCU7A,1 January 2018,Very good for the money,The speed of delivery from the company was brilliant and made my sons Christmas. Keep up the good work also making up the helicopter with children is very good,Verified Purchase,0,0,0,R3APD1C70LFOD1,none
453,B01LTHZP16,3,5,AGWMSXP2BNJUWGPK5D6Q5HKE4XOA,17 January 2018,Five Stars,"My nephew was very happy!! High quality toy , as usual!",Verified Purchase,0,0,0,R1HAJD5WQTPCMT,none
454,B01LTHZP16,3,5,AECMCSL5C7CNVHBTDOKXFBTADFDA,14 January 2018,Five Stars,"Excellent, grandson loves it",Verified Purchase,0,0,0,RGCRBQH5MVHKF,none
455,B01LTHZP16,3,5,AGPLX3SUNMOU3QGXNXVBSG56E6FQ,29 January 2018,Five Stars,Good size and easy to use and put together,Verified Purchase,0,0,0,RUFVIPNJUWPI9,none
456,B01608LKP4,1,5,AFK7NZOAEOQAFHFCW27H7H5SRKCQ,1 March 2018,Highly recommended!,Bought this for our two year old for Christmas and she loves it (We took out a lot of the tiny tiny bits to keep for when she's a bit older) She spends hours playing with this and her older sister plays with it too. Highly recommended!,Verified Purchase,0,0,0,R12L2T38F1GLO2,none
457,B01608LKP4,1,5,AG6ML4KD7MVLEXWBSPXRNQXJ7RIQ,20 March 2018,A good buy with lots of enjoyment built in.,Our grandson loves this toy. Overall well made but consideration needs to be given to the gate fixings. The reason for this is that they come adrift very easily with small fingers trying to open.,Verified Purchase,0,0,0,R2L09XL0FQKBSK,none
458,B01608LKP4,1,5,AFJ2TDMTBDNXGRYZYJVLGRBQULPQ,29 September 2017,With Playmobil you can't go wrong,"My daughter is mad about horses. This was the perfect present for her birthday (5). I bought some extra horses and unicorns, and She plays for hours",Verified Purchase,1,0,0,R3UR30PL6YKDSF,none
459,B01608LKP4,1,5,AFAOAV5IBNE23BMQSNOSLDIQCURQ,17 December 2017,Lovely,Granddaughter loved it.  Usual good quality from playmobil,Verified Purchase,1,0,0,RQ09696S7ZQ2D,none
460,B01608LKP4,1,5,AETDQP7IFAABRDXCLHU4JAQ5I7CQ,24 November 2017,Five Stars,My four year old really loved this set. Would recommend.,Verified Purchase,1,0,0,RQTRSDDVMW5NY,none
461,B01608LKP4,1,5,AGRTGQBCGXEMZDBXXYUNKTL6ED3A,25 September 2017,Five Stars,"Fun to play with, my son loves it and says it's really cool.",Verified Purchase,1,0,0,R2L44T16KTO8T1,none
462,B01608LKP4,1,5,AFUTNVGPUM4LZSUDJGE5TGDRKFVQ,1 November 2017,Five Stars,Received as advertised.,Verified Purchase,1,0,0,R164LBHMW9ATOE,none
463,B01608LKP4,1,5,AH4IPZD3545BK6IT5SFRWBMFBV6Q,7 October 2017,... this item for slightly cheaper than usual price so happy girl for her birthday,Playmobil as usual is strong and durable managed to get this item for slightly cheaper than usual price so happy girl for her birthday,Verified Purchase,1,0,0,R308L6TDYWZICY,none
464,B01608LKP4,1,5,AH72Z62FMQZT6JBHMVRKJV7ZQ74A,30 January 2018,Playmobil farm,"Got this for the granddaughter for Xmas and she loves it, ideal gift for a 2 year old.",Verified Purchase,0,0,0,R2MGCKWTV4JNPV,none
465,B01608LKP4,1,5,AGUJNANI3CKND2MQMAWGEWOSWLOA,23 February 2018,Great,Really great product. Good quality. Excellent details. Really nice.,Verified Purchase,0,0,0,R38TLLYI9R6TIL,none
466,B01EKFF2KS,3,5,AEPASGGKZSBFGDTQ6ANJF7NO73VA,9 January 2018,... bought as a gift for my granddaughter and she loved it. Speedy delivery,This was bought as a gift for my granddaughter and she loved it.  Speedy delivery.  Very pleased with product,Verified Purchase,0,0,0,R30H25KAK7KA2I,none
467,B01EKFF2KS,3,5,AFCBQ2QIUTKYOJGFQ5HDZBPRMGAQ,9 December 2017,Five Stars,My grandchildren love all the history series.,Verified Purchase,0,0,0,R12I86RQS5LU4C,none
468,B01EKFF2KS,3,3,AE74RAPLNOQYVPYX3WX7NWVZMARA,23 January 2018,Bit fiddly and you can’t open it up to see ...,Bit fiddly and you can’t open it up to see inside properly. My daughter plays with it but she plays with everything outside the pyramid as it is too small and dark inside.,Verified Purchase,0,0,0,R2K1AZ7W69OH79,none
469,B01EKFF2KS,3,5,AFIW5ZM4P4QT3ZBQPZ3T5STJM2PQ,3 October 2017,Great Detailing,My Grandson is really into Egyptian and Roman History and loved this,Verified Purchase,0,0,0,RY7NDJ56T8EY9,none
470,B01EKFF2KS,3,5,AF4XFYBJ6VNPJIVVMHGVNWQEEHXQ,28 November 2017,Five Stars,This was great my daughter loved it.,Verified Purchase,0,0,0,R2EJUIARGDE1Z7,none
471,B01EKFF2KS,3,4,AFRXUUP6YO75TFURRR5KW2Z3LN6Q,11 January 2018,Four Stars,The kids loved these!,Verified Purchase,0,0,0,R2ECFSOELVZRLD,none
472,B01EKFF2KS,3,5,AEBQ2CGYWHU4LXTMJ7SITUJG3TBA,28 July 2017,Five Stars,This made a great gift.,Verified Purchase,1,0,0,RIEWUFMMOKF4K,none
473,B01EKFF2KS,3,5,AFNL3NHMFAPFCL4NZYAWNY6CFK4A,19 November 2017,Bought as a Christmas present.,Bought as a Christmas present for my granddaughter.She will love it.,Verified Purchase,0,0,0,RRWLAAEXJ2OT4,none
474,B01EKFF2KS,3,5,AGBIH2H7JTHU5LCBZE3PXW4CLFFQ,31 December 2017,Five Stars,Kids love this ... hours of playing fun :),Verified Purchase,0,0,0,R11A054C0A1NL2,none
475,B01EKFF2KS,3,5,AGGMYFLE24MIXFBPQG6GYE74W4QA,14 October 2017,Amazing Egyptian play set,Exellent product. Well worth the money!,Verified Purchase,0,0,0,R2N5MQV0Q4XN8V,none
476,B00O4E4040,3,5,AFPZLH65YXG3ATOLHBGERDYW2SAQ,10 January 2017,Five Stars,"what she wanted, perfect",Verified Purchase,0,0,0,R2ZVSOA2RUCEKO,none
477,B00O4E4040,3,5,AGX67X4YALW2QUTC2LKEMTFRLYLA,18 January 2018,Playmobil,Just as described delivery excellent. Did have a lot of small pieces grandson is nearly 4 yrs and did need adult help,Verified Purchase,0,0,0,R3S2P1YCIQP2QX,none
478,B00O4E4040,3,5,AEGZLS74E7BIJ5ELW36DQ6BDO4FA,10 November 2016,Five Stars,This was bought as a gift and is great.,Verified Purchase,0,0,0,R1V7TVU87SOB30,none
479,B00O4E4040,3,5,AGMYMBSCP5YE2IHSODGUDQ4WHXZA,22 July 2016,Pleased,Bought this for my 4 year old granddaughter and she loved it. Wants to get more now to add to her collection.,Verified Purchase,0,0,0,R3GBHKEDVB4NCU,none
480,B00O4E4040,3,5,AFP2CLOO4N7AY5EJLDXUA6BO6EKA,30 November 2017,Playmobil,Bought for granddaughter for xmas I'm sure she will love all the different items to play with,Verified Purchase,0,0,0,R1642CUTMET9IA,none
481,B00O4E4040,3,4,AFKJHJGT3RMFFPJKSF2PVB4SINCA,3 January 2016,Playmobile camper,"Quite pleased with it, easy to assemble,  some of the bits are very small though",Verified Purchase,0,0,0,R21ZOTWXV9TUE1,none
482,B00O4E4040,3,5,AEDTSRW64WAXZCKYDJTF3LPCZEZQ,7 August 2016,Five Stars,NICE Toy I had to play with my daughter a lot of days with other playmobil,Verified Purchase,0,0,0,RHYO7S8MDL695,none
483,B00O4E4040,3,5,AH3VQTHIQ6UW4N5LCKO2RRY5NKBQ,2 August 2016,This was an instant favourite for our 3 year old and has kept his ...,This was an instant favourite for our 3 year old and has kept his interest over time. Would highly recommend.,Verified Purchase,0,0,0,R1W5V9ROHGD3QP,none
484,B00O4E4040,3,5,AHN4IXPWDO5N447SL7DVSMLTZY3A,16 December 2016,Five Stars,love it!!!!,Verified Purchase,0,0,0,R1QOVQKCNEM9CC,none
485,B00O4E4040,3,3,AHEFHEM6VO6GQGTGR6CABOIQ5EQA,3 December 2015,Three Stars,"Good quality, lots of bits and pieces to put inside, I'm sure my grandson will love it.",Verified Purchase,1,0,0,R3FJ7R8EU0E4WC,none
486,B00IF1VVFO,16,3,AFBHF2ZJS6OU7YE2XWJLSGMQPUSA,24 September 2016,Three Stars,OK,Verified Purchase,0,0,0,R3MOQGQZ5VKQJY,none
487,B00IF1VVFO,16,4,AH7WJ5577GA6PINIHARIKAMIJXLA,5 January 2016,Brilliant,"This is a great introduction to Play Mobil. Our son is 3 yo so we were concerned at him having a set with too many small parts. I had seen Playmobil 123 for younger children but felt he would grow out of it v quickly as he's already moving on from Duplo to Lego bricks. He's taken to it extremely well! It enables him to engage imaginatively in play using a pretend setting that's familiar to him. Its fairly straightforward to build, although if considering using under recommended age range I would suggest building in advance and gluing some of the smallest parts down (e.g the flowers). It's unfortunate that the manufacturers gender stereotype, with many sets only having mother and child combos. Some male figures in this set would be welcomed!",Verified Purchase,6,0,0,R2S6HPZBGBEFKZ,none
488,B00IF1VVFO,16,3,AGZN7RHCKBTQITWM23NY5CRY7F3Q,22 November 2015,Three Stars,Had to pay vat on this .,Verified Purchase,0,0,0,R2UEXXRB0I3KA8,none
489,B00IF1VVFO,16,2,AEIOE443TBNUEJB45QISHS7Z3DRQ,2 January 2016,Two Stars,We had a whole bag of parts missing,Verified Purchase,0,0,0,RMS0WJ0F4V3ZQ,none
490,B00IF1VVFO,16,2,AGAWE2ZOZ2JDQUDNOVPIEBMODJEQ,31 December 2015,Two Stars,Did not seem as popular as some of my great Nieces other Christmas Toys,Verified Purchase,0,0,0,R2R04SCMBTP3MS,none
491,B00IF1VVFO,16,5,AHD62I56U6CKSUGEBSYB72YY74PA,3 November 2015,"GREAT FUN, ROBUST AND LOADS OF THEMED SETS TO BUY INTO BUT AT THE RRP THEY CAN BE EXPENSIVE","In general Playmobile toys are manufactured to last and can give children hours of fun. My daughter is a big fan, we have Pirates, Policemen, Knights a couple of Romans and a number handed down to us by cousins, including a fort, an island and a volcano. You can let your child's imagination run wild when they play with these toys.",0,0,0,0,R270GL9NFLWCSI,TOP 500 REVIEWER
492,B00IF1VVFO,16,4,AEHWCSMDFFLSPGGJALDUEKZBBUTA,6 November 2015,Really well designed set to inspire the imagination of young children,"This is another excellent set from Playmobil, this time based around a children's playground. Most children will relate to an environment like this and many will find it easier to play with an everyday toy setting like this than they will a pirate island, for example. My four-year-old daughter far prefers realistic sets like this than she does knights and dragons etc.",0,18,0,0,RF56LJ9GENLRU,VINE VOICE
493,B00IF1VVFO,16,5,AFIEKOYUZMZBMGWE346O4TXBBIMA,3 November 2015,Fantastic for 3+,A fantastic kit that all small children will easily relate to.  Personally I think this is going to be most successful with three to five year olds.,0,3,0,0,R2785XAJ5L85T8,none
494,B00IF1VVFO,16,5,AGX3UL2NT75BKUSVAAAQWTISUH3A,31 October 2015,Great fun set,This is an excellent playmobil set. Very good value if you get it at discounted price too - currently just over half RRP.,0,1,0,0,RJWO1HY9LNATL,TOP 1000 REVIEWER
495,B00IF1VVFO,16,2,AFHZKXAVS32CG2AJB4TUOAUXS52Q,18 January 2016,Bought for a present,Bought for a present,Verified Purchase,0,0,0,R2MXQW6MH4MUA1,none
496,B01608LKP4,4,5,AHEYMXT4BUPXIZZK45UBRUME3Q7A,23 February 2017,Horse home,Brilliant playmobil set. My little girl loves it,Verified Purchase,1,0,0,R3VL16LB7VFD7,none
497,B01608LKP4,4,5,AHMIPOEZHAHVPGJ4UUOX2AM2YTDQ,26 November 2017,Five Stars,Perfect quality item but delivery was a messed up as had to get them to resend it,Verified Purchase,0,0,0,RBVWWV4W5HFX5,none
498,B01608LKP4,4,5,AFVCW2HA5UTA5DX4VNYJVEM7GE7A,7 May 2018,Five Stars,We love this set.,Verified Purchase,0,0,0,R12SXC6X5EC11F,none
499,B01608LKP4,4,4,AHHAB2WYPM5HWTOT6KPPQFGFKK7Q,22 February 2018,Four Stars,Daughter loves it - playmobil never lets you down on quality!,Verified Purchase,0,0,0,R1WDPMNAQYK8HD,none
500,B01608LKP4,4,5,AHV466VKEVNNWJ6FXMG2MTFES6CQ,16 January 2018,Five Stars,My granddaughter loves it,Verified Purchase,0,0,0,R2LIZNHVAUAK6B,none
501,B01608LKP4,4,5,AHLZEMVOIAT6UAMG3CL5TLNCVPZQ,20 November 2017,Good item,A good item at a good price,Verified Purchase,0,0,0,R19SQCP3L9MICW,none
502,B01608LKP4,4,5,AFQVL5RIKBH5ZP7VHR7D43YFUMWQ,7 February 2018,Five Stars,excellent,Verified Purchase,0,0,0,RC5PU47TPC8GX,none
503,B01608LKP4,4,5,AGLCCLLSPUNRUDXGISFVJB7KOGPA,16 November 2017,Five Stars,Very good,Verified Purchase,0,0,0,R1FW770Z4FSAWW,none
504,B01608LKP4,4,5,AEUAWSEW64R6RHWMYRLSL2UXZ4MA,12 March 2017,It is easy enough to figure out how to do the connectors ...,"I bought this for my 5-year old animal-mad daughter, who absolutely loves it. It states on the box that it takes 60 min to set up, but it's not so time consuming when you focus on it (I had little 'helpers', so it took around the stated time). It is easy enough to figure out how to do the connectors with the little key which is supplied. All parts were provided and are robust, so I'm sure she will have many hours of fun with this.",Verified Purchase,0,0,0,RS7BNFRKGF6H9,none
505,B01608LKP4,4,3,AEZGXBICMTOGWMR7BN3FCSOQXMXQ,23 May 2017,Three Stars,"Granddaughter loves it, but not a lot too it",Verified Purchase,0,0,0,R20O5DENIULZFN,none
506,B01LTHZP16,5,5,AF5EXW2FK4JIC6OS6UMPSHK5W3DA,28 December 2017,Five Stars,Good quality. My nephew loves it.,Verified Purchase,0,0,0,R9CKCWXGUA9UW,none
507,B01LTHZP16,5,5,AEOA7VMLMD2T3GPNGTLKCRKIZ4AQ,11 January 2018,Five Stars,Excellent,Verified Purchase,0,0,0,R7E2CG6Z13HQW,none
508,B01LTHZP16,5,5,AF2BUJ7F56N6LNLESDG6CPKM2SJA,9 January 2018,recommended!,"solid and realistic, recommended !",Verified Purchase,0,0,0,R2TUPCSRTWBIYV,none
509,B01LTHZP16,5,4,AGCAONW4ENA3LRDQV277JH6CDOUA,14 November 2017,Four Stars,"Fun toy son love it, only down side is to many small bits easily lost.",Verified Purchase,0,0,0,R958AM6310U2B,none
510,B01LTHZP16,5,5,AGFDZYPEEAWPARVAXCJBPH4RZCVQ,30 November 2017,Great,Quick delivery. Great price,Verified Purchase,0,0,0,R25POI3X5PESSV,none
511,B01LTHZP16,5,5,AFBOJW3D3ZQBDKRSQJYVRCFPVBEQ,9 January 2018,Five Stars,My grandson loved this,Verified Purchase,0,0,0,R18W1QBWX94N9R,none
512,B01LTHZP16,5,5,AHAL5JCIQXJ46P2SKVUBRXJYZ7XA,27 October 2017,Five Stars,👍,Verified Purchase,0,0,0,R1TXFEG4TO5HDG,none
513,B01LTHZP16,5,5,AHVCVOQCMQSWU6QGQYA4SHZOIZBQ,18 December 2017,Five Stars,"Great fun, my 5yo loves it",Verified Purchase,0,0,0,R2N5JS079MJ7HV,none
514,B01LTHZP16,5,5,AHD4UOZ3KFS3JIJW7KXJEWAYYOAA,10 January 2018,Five Stars,Good quality product,Verified Purchase,0,0,0,R2BCP2EXOQDNI7,none
515,B01LTHZP16,5,5,AELFM3VAUTGLTRNRM6GRP6HKBOIQ,6 November 2017,Five Stars,Flash light really good fun to play in the dark!,Verified Purchase,0,0,0,R4AS143CI67OE,none
516,B01AJPC9X6,4,5,AG4DNCYB3OXEQLTFRYNXRBB5S5WA,14 August 2017,Five Stars,"Playmobil, such lovely Toys my son just loves them and use his Imagination with it too.",Verified Purchase,0,0,0,R1A4VZU54VH1QJ,none
517,B01AJPC9X6,4,5,AHGQ6U6RRCJHJSFEPDC5NBHRH2AA,18 February 2018,Five Stars,"a wow with my Grandson, loves it",Verified Purchase,0,0,0,R2NYW9LJT1EBZT,none
518,B01AJPC9X6,4,5,AF53DUALTXM2CI7ITSIVLXKGVAXQ,5 April 2018,Great,As described my nephew loved it,Verified Purchase,0,0,0,R3TXLOKE57EAC6,none
519,B01AJPC9X6,4,5,AHXFDLGEQKDQBSWVPXOHMMP7UYVA,8 February 2018,Five Stars,Christmas present for grandson,Verified Purchase,0,0,0,R1PHUK4PE1P3WZ,none
520,B01AJPC9X6,4,1,AELEZBTKLLCDCMGH6X7Q7BV6YBZA,11 February 2018,Waste of money,"Flimsy, my son played with it for 2 minutes and it came apart , also took so long to put together, not impressed, don't waste your money.",Verified Purchase,1,0,0,R3VPKH8RHWHSZU,none
521,B01AJPC9X6,4,5,AGDJAZLFVUUSE2SYMYOWR65LTNEQ,14 November 2017,Five Stars,If it makes my grandson happy thats all that matters,Verified Purchase,0,0,0,R8QYFMZL4TGAJ,none
522,B01AJPC9X6,4,5,AEEKSX3ZNZDTGI3ZIFIJMP5Y4MBA,16 March 2018,Fantastic. My daughter absolutely loves playmobil,"Fantastic. My daughter absolutely loves playmobil. Although it takes an incredibly long time to build, this has given my 6 year old daughter hours of fun and certainly brings her imagination to life. I would reccomend to anyone.",Verified Purchase,0,0,0,R28UO96X0W7CSX,none
523,B01AJPC9X6,4,5,AHH6U6HVBWON7GNM33V5F7VZ7BTA,10 October 2017,Five Stars,just as seller described like this item,Verified Purchase,0,0,0,R380RJ5R9F5UU8,none
524,B01AJPC9X6,4,4,AGHHKAQJEK2Q5Q7OEGN3OT4FS4NQ,4 March 2018,Four Stars,As advertised,Verified Purchase,0,0,0,R31XFB9CHXTLQH,none
525,B01AJPC9X6,4,5,AEJ65VBRTSOTMFLX7USKNAPEMGRQ,3 February 2018,Wow,The kid loves it but it took hours to assemble.,Verified Purchase,0,0,0,R3EPEG7SEZ30LH,none
526,B01608LQE4,1,5,AGIRXWXGW2JCGLVZADUIM2NCYFEQ,24 November 2017,"It seemed a good idea to get a ""baddie""","I bought this for my grandsons for Christmas to add to the police station and other additional figures. It seemed a good idea to get a ""baddie"". It will add to their fun, I'm sure.",Verified Purchase,0,0,0,ROKE52YUYAH54,none
527,B01608LQE4,1,5,AFM3HCMKWBWZKC5T2CKIJJGNRGOA,27 December 2017,Great Fun,"Bought this as an extra item to add to the playmobil police headquarters, grandson absolutely loves it.",Verified Purchase,0,0,0,R2QYZ2YI4138BH,none
528,B01608LQE4,1,5,AHINYUSFCJKR5SEHCHORBXXMEQFQ,2 January 2018,Great set,"Great little set from playmobil got my son this for Christmas along with other playmobil toys, would recommend",Verified Purchase,0,0,0,R3DA3Y6TYG7303,none
529,B01608LQE4,1,5,AGBJ4MVWKWAYHR6UTF32IONVCN3Q,2 October 2017,one of the best playmobil products as its a pullback motion vehicle.,one of the best playmobil products as its a pullback motion vehicle.,Verified Purchase,0,0,0,R1756COUBR8KLV,none
530,B01608LQE4,1,5,AGEP5UCGB6KMCPK6XYTXDZSMGL3Q,10 February 2018,He's very happy with it,This meets expectations of my 6 year old. He's very happy with it.,Verified Purchase,0,0,0,R19TI2GRSC4QE7,none
531,B01608LQE4,1,5,AF55OWJVMCYG6GGE5FNMOSXYIHQQ,26 October 2017,Great,What can I say it's playmobil it's as described and not a bad price for a change haha,Verified Purchase,0,0,0,R21FEIY7RRL2VI,none
532,B01608LQE4,1,5,AG4AGYIWHFUDK6KW6XLWYOLVEPEQ,7 January 2018,Five Stars,"nice toy kids enjoy playing with it, quite a few fiddly bits with it",Verified Purchase,0,0,0,R3DQXLTQ5V890Y,none
533,B01608LQE4,1,5,AF2QW6XEWNFOJ46WFEKUBHYATFOQ,15 January 2018,Five Stars,Great product. Bought as an addition to other Playmobil products. Grandson loved it.,Verified Purchase,0,0,0,R3U6E8WAUZFL55,none
534,B01608LQE4,1,5,AES62OOIWHNIOKFSGJE7P4DBF62A,23 January 2018,Bargain fun for a little one,"Bargain fun for a little one, flys along and was a big hit with our 3 yr old. Cost £6.40 from Amazon",Verified Purchase,0,0,0,R1WQVKD5UTQ8P7,none
535,B01608LQE4,1,5,AG7RKFYP5X5IPYVVV2SARUPC4KOA,26 September 2017,Lovely fun toy,"Love Playmobil, it is such a quality product and this is a fun item.",Verified Purchase,0,0,0,R2PGFKYV64Q6K4,none
536,B01LTHZP16,1,5,AGOUKWAUAUMNDR5CGECR7RWZC44A,22 September 2017,He already has a helicopter but it doesn't have a window like a real one,"For my son (6) for Christmas so still sealed. My son loves the playmobil toys, especially the police range. He already has a helicopter but it doesn't have a window like a real one, which puts him off a bit. I bought him this one because he will appreciate the attention to detail more and it has a window, just like a real helicopter. It also has a removable light on the bottom which my son will absolutely love. I can't fault playmobil toys as they are strong sturdy and like real things in real life. It gives my son the opportunity to play with dolls without his sister or friends taking the micky as playmobil is aimed at both genders. I would recommend.",Verified Purchase,0,0,0,RPX0NKYRUQILT,none
537,B01LTHZP16,1,3,AFZCORXIZMQAAPI2752QDL3IJV7Q,17 December 2017,Noisy,Easy to put together and feels quite sturdy but biggest annoyance is the noise of the winch. When winding up and down it makes a horrendously loud clicking noise. Annoying to the point that the children are banned from using it.,Verified Purchase,1,0,0,R3BUCAZ7FZ3XMN,none
538,B01LTHZP16,1,5,AE5CRYSIORIUZLRWRBDZBNJPIF4Q,9 April 2018,good size and quality,"This is your usual playmobil toy that is built to the expected high standard.  My 6 year old son really wanted it, and he was not disappointed.",Verified Purchase,0,0,0,RILU181PY660C,none
539,B01LTHZP16,1,5,AFM3HCMKWBWZKC5T2CKIJJGNRGOA,30 November 2017,Fun fun fun,"Present for grandson to add to the police headquarters, think he will be delighted at Christmas. Includes a torch which he will get loads of fun out of at the age of 3, the torch attaches to the underside of the helicopter or can be used separately.......Recommended",Verified Purchase,0,0,0,R3LAMEXVBZKUEY,none
540,B01LTHZP16,1,5,AETNHCNFKINWAXDRHM5QB4RXZFMQ,13 April 2018,excellent,Just got this and within 20 minutes had put it all together and put stickers on. My four year old grandson announced it was awesome!! My idea of the perfect gift. I will be looking out for more for other birthdays and Christmas.,Verified Purchase,0,0,0,R1HAWGXLMCUW23,none
541,B01LTHZP16,1,5,AFPMLPMN67WXHECITACKAS73H2HQ,8 February 2018,Great item,I got this for my nephew for Christmas- and as per usual- playmobil doesn't disappoint!,Verified Purchase,0,0,0,R2I599WNDDA2X0,none
542,B01LTHZP16,1,5,AGMLVHLGJCYKZMCBEJBM7K7JCWYQ,9 February 2017,It's Playmobil,Nice helicopter. My 6 year old loves it. A good size for him to handle and not too heavy. Has a removable torch which he also thinks is cool.,Verified Purchase,2,0,0,R3JKIL227FW04S,none
543,B01LTHZP16,1,3,AHQWHCLI5KNNDFIPQ5EG37ZB6YNA,30 January 2018,Could be better,"Windscreen of helicopter is poor fit and will not close.  Winch is difficult for little fingers to turn, and pointlessly noisy.",Verified Purchase,1,0,0,R1YVUS50U5HKQB,none
544,B01LTHZP16,1,5,AHSBCA6N2V4DRQ74FF5JOQNHWC3Q,2 October 2017,Lovely item good quality. I have not try the flash light ...,Lovely item good quality. I have not try the flash light yet as battery needed but sure will be ok. You cant go wrong with playmobil as present.,Verified Purchase,0,0,0,RGF0CXAFT6OUR,none
545,B01LTHZP16,1,3,AGUCY2UWT6JN2BCO7KC3MREBLURQ,28 February 2018,Ok but not great.,Grandson was pleased with it but we found it did not go together well when trying to fit the front cabin on. Would not fit well no matter what we tried.,Verified Purchase,0,0,0,R2TIYBPVPHL9MG,none
546,B01608LKP4,3,5,AHQIEYXPD2ZA5SJNFBCDFUKFZ5RA,18 April 2017,Five Stars,Great toy for our mad about horses granddaughter.,Verified Purchase,0,0,0,R2UJF55R1C31IP,none
547,B01608LKP4,3,1,AHNW32A776Q64TXURGLHUJBBERAA,26 December 2017,Hardest toy ever to build!,"Omg trying to build this thing is a nightmare. On Boxing day, children desperate to play so difficult to get the red clips in and there are loads. Put aside a day to build!",Verified Purchase,0,0,0,R1X1BZ951XPRUA,none
548,B01608LKP4,3,5,AEWE7PRVZWZCH77OY5BMRPXSA2EQ,3 January 2018,Five Stars,6 year old Granddaughter loves this.,Verified Purchase,0,0,0,R2JVD4QQIV34BQ,none
549,B01608LKP4,3,5,AFC6FJ4PG2XZIUMV3IW4YAFH6MAA,31 December 2017,Five Stars,Nice play set for any child who likes ponies.,Verified Purchase,0,0,0,R2HWNHU5S5WX0T,none
550,B01608LKP4,3,5,AGGJSRGJYBUHYXQDTPVXTSGIIPZA,15 January 2018,Five Stars,grandaughter loves it,Verified Purchase,0,0,0,R1KKFF6KWWMX7R,none
551,B01608LKP4,3,5,AEJROYRYY3LYLDXW2YX4N2AFEU3Q,3 May 2018,Pony farm,The grand children have spent hours playing with the farm. One of the best Playmobil sets we have bought for them.,Verified Purchase,0,0,0,R11AHBX8ZNYJ0E,none
552,B01608LKP4,3,5,AEYX5SMANLXXJE7FLAPAJ42WNJNA,2 February 2018,Five Stars,"Had great fun putting this together with my 5 y o granddaughter, she loves it.",Verified Purchase,0,0,0,R1THIP54NJAIVG,none
553,B01608LKP4,3,5,AGLLNQ63H445LJBGJFB2W4PEA36Q,9 January 2018,Five Stars,Great,Verified Purchase,0,0,0,R3E8U542C6I0NJ,none
554,B01608LKP4,3,5,AEW6HRQ5I65ECEAI2Y7MSSBKSYVA,27 April 2017,LOVELY,Daughter loves it.,Verified Purchase,0,0,0,R3O5CPTO18ERBT,none
